Name	Description
Cc72_00009021-RA	Nascent polypeptide-associated complex subunit alpha-like protein 2
Cc72_00009025-RA	-
Cc72_00009031-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009028-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009029-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009030-RA	gag-polypeptide of LTR copia-type
Cc72_00009034-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009033-RA	-
Cc72_00009032-RA	-
Cc72_00009038-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009037-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009039-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00009036-RA	DDE superfamily endonuclease
Cc72_00009044-RA	CCT motif
Cc72_00009043-RA	-
Cc72_00009042-RA	Belongs to the AAA ATPase family
Cc72_00009040-RA	Transparent testa glabra 1
Cc72_00009041-RA	-
Cc72_00009045-RA	Subtilase family
Cc72_00009047-RA	Subtilase family
Cc72_00009046-RA	Retrotransposon gag protein
Cc72_00009049-RA	Subtilase family
Cc72_00009053-RA	Domain of unknown function (DUF4283)
Cc72_00009054-RA	START domain
Cc72_00009052-RA	Saposin (B) Domains
Cc72_00009051-RA	-
Cc72_00009050-RA	mTERF
Cc72_00009056-RA	Avr9 Cf-9 rapidly elicited protein 65
Cc72_00009064-RA	Serine arginine-rich splicing factor SR34A-like
Cc72_00009055-RA	Avr9 Cf-9 rapidly elicited protein 65
Cc72_00009063-RA	Serine arginine-rich splicing factor SR34A-like
Cc72_00009058-RA	Domain of unknown function (DUF4283)
Cc72_00009062-RA	-
Cc72_00009065-RA	Cationic amino acid transporter
Cc72_00009059-RA	-
Cc72_00009068-RA	Polyadenylate-binding protein-interacting protein 11-like
Cc72_00009069-RA	Polyadenylate-binding protein-interacting protein 11-like
Cc72_00009070-RA	"Small heat shock protein, chloroplastic"
Cc72_00009071-RA	QLQ
Cc72_00009072-RA	-
Cc72_00009073-RA	Conserved gene of
Cc72_00009076-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00009075-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00009074-RA	Lung seven transmembrane receptor
Cc72_00009079-RA	SSXT protein (N-terminal region)
Cc72_00009077-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00009082-RA	Lipopolysaccharide kinase (Kdo/WaaP) family
Cc72_00009080-RA	isoform X1
Cc72_00009081-RA	L-threonine ammonia-lyase activity
Cc72_00009083-RA	Auxin responsive protein
Cc72_00009087-RA	Ribonuclease H protein
Cc72_00009084-RA	Auxin responsive protein
Cc72_00009086-RA	-
Cc72_00009088-RA	Homeobox associated leucine zipper
Cc72_00009089-RA	Aldo/keto reductase family
Cc72_00009090-RA	ubiquitin-60S ribosomal protein
Cc72_00009092-RA	Domain of unknown function (DUF4283)
Cc72_00009094-RA	"6-phosphogluconolactonase 4, chloroplastic"
Cc72_00009095-RA	Belongs to the disease resistance NB-LRR family
Cc72_00009093-RA	DEAD-box ATP-dependent RNA helicase
Cc72_00009097-RA	"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Cc72_00009096-RA	Receptor-like protein 12
Cc72_00009101-RA	OPT oligopeptide transporter protein
Cc72_00009098-RA	Cytochrome b5
Cc72_00009100-RA	Senescence regulator
Cc72_00009102-RA	Belongs to the AAA ATPase family
Cc72_00009103-RA	DNA recombination
Cc72_00009106-RA	F-box-like
Cc72_00009104-RA	Subtilase family
Cc72_00009108-RA	Secretory pathway protein Sec39
Cc72_00009110-RA	Secretory pathway protein Sec39
Cc72_00009112-RA	Secretory pathway protein Sec39
Cc72_00009105-RA	"Sugar-tranasporters, 12 TM"
Cc72_00009111-RA	Secretory pathway protein Sec39
Cc72_00009107-RA	Secretory pathway protein Sec39
Cc72_00009109-RA	Secretory pathway protein Sec39
Cc72_00009118-RA	RING-type E3 ubiquitin transferase
Cc72_00009116-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009124-RA	Belongs to the yippee family
Cc72_00009125-RA	"Yippee zinc-binding/DNA-binding /Mis18, centromere assembly"
Cc72_00009119-RA	OPT oligopeptide transporter protein
Cc72_00009120-RA	RNA recognition motif
Cc72_00009122-RA	Myb/SANT-like DNA-binding domain
Cc72_00009126-RA	WRKY transcription factor
Cc72_00009123-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009127-RA	"Cell division control protein 14, SIN component"
Cc72_00009130-RA	Dof zinc finger protein
Cc72_00009128-RA	Pentatricopeptide repeat-containing protein
Cc72_00009132-RA	Belongs to the thiolase family
Cc72_00009131-RA	Mut7-C RNAse domain
Cc72_00009134-RA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
Cc72_00009133-RA	FAD binding domain
Cc72_00009135-RA	Histone-lysine N-methyltransferase
Cc72_00009138-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009136-RA	"WD domain, G-beta repeat"
Cc72_00009137-RA	Pentapeptide repeats (9 copies)
Cc72_00009142-RA	Importin subunit beta-1-like
Cc72_00009143-RA	-
Cc72_00009139-RA	acyl-CoA-binding domain-containing protein
Cc72_00009141-RA	-
Cc72_00009140-RA	Belongs to the heat shock protein 70 family
Cc72_00009144-RA	phosphatase
Cc72_00009145-RA	-
Cc72_00009147-RA	K homology RNA-binding domain
Cc72_00009146-RA	Zinc finger BED domain-containing protein RICESLEEPER
Cc72_00009148-RA	G-type lectin S-receptor-like serine threonine-protein kinase
Cc72_00009152-RA	Transcription factor Pcc1
Cc72_00009151-RA	Alpha/beta hydrolase family
Cc72_00009149-RA	Tetratricopeptide repeat
Cc72_00009150-RA	-
Cc72_00009155-RA	At4g00950-like
Cc72_00009156-RA	-
Cc72_00009153-RA	Protein ABIL2-like isoform X1
Cc72_00009154-RA	RWP-RK domain
Cc72_00009157-RA	VAMP-like protein At1g33475
Cc72_00009162-RA	gamma-irradiation and mitomycin c induced
Cc72_00009158-RA	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
Cc72_00009159-RA	Protein of unknown function (DUF4005)
Cc72_00009160-RA	eRF1 domain 3
Cc72_00009167-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009166-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009165-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009170-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009171-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009169-RA	Domain of unknown function (DUF4283)
Cc72_00009168-RA	rna polymerase
Cc72_00009173-RA	Pentatricopeptide repeat-containing protein
Cc72_00009175-RA	Domain of unknown function (DUF4283)
Cc72_00009174-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009176-RA	Belongs to the 'GDSL' lipolytic enzyme family
Cc72_00009177-RA	A domain family that is part of the cupin metalloenzyme superfamily.
Cc72_00009178-RA	ATP-dependent Clp protease ATP-binding subunit
Cc72_00009179-RA	E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates
Cc72_00009184-RA	SUMO-activating enzyme subunit 1B-1-like
Cc72_00009180-RA	Pentatricopeptide repeat-containing protein
Cc72_00009182-RA	Ribonuclease H protein
Cc72_00009186-RA	Surfeit locus protein 5 subunit 22 of Mediator complex
Cc72_00009187-RA	"Zinc finger, C2H2 type"
Cc72_00009185-RA	SUMO-activating enzyme subunit 1B-1-like
Cc72_00009192-RA	calcineurin B-like protein
Cc72_00009191-RA	Protein FAR-RED IMPAIRED RESPONSE 1-like
Cc72_00009195-RA	Phosphatidylinositol 4-kinase gamma 3-like isoform X1
Cc72_00009194-RA	Dipeptidyl peptidase IV (DPP IV) N-terminal region
Cc72_00009196-RA	Plant invertase/pectin methylesterase inhibitor
Cc72_00009193-RA	Domain of unknown function DUF223
Cc72_00009197-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00009198-RA	-
Cc72_00009200-RA	GDSL esterase lipase At4g10955-like
Cc72_00009201-RA	Belongs to the class-I aminoacyl-tRNA synthetase family
Cc72_00009199-RA	GDSL esterase lipase At4g10955-like
Cc72_00009203-RA	Adaptin N terminal region
Cc72_00009202-RA	Lipase (class 3)
Cc72_00009204-RA	Wax ester synthase-like Acyl-CoA acyltransferase domain
Cc72_00009206-RA	Wax ester synthase-like Acyl-CoA acyltransferase domain
Cc72_00009207-RA	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Cc72_00009208-RA	CS domain
Cc72_00009209-RA	CCT motif
Cc72_00009210-RA	Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. TRX MLL subfamily
Cc72_00009212-RA	PAP_fibrillin
Cc72_00009213-RA	Splicing factor 3A
Cc72_00009211-RA	-
Cc72_00009217-RA	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
Cc72_00009216-RA	Myb/SANT-like DNA-binding domain
Cc72_00009215-RA	Ribosomal protein L2
Cc72_00009214-RA	-
Cc72_00009221-RA	finger protein
Cc72_00009223-RA	Wall-associated receptor kinase galacturonan-binding
Cc72_00009219-RA	Glutamate synthase
Cc72_00009220-RA	Protein of unknown function (DUF1674)
Cc72_00009222-RA	receptor-like protein kinase
Cc72_00009218-RA	"transposition, RNA-mediated"
Cc72_00009224-RA	Membrane transport protein
Cc72_00009227-RA	Translation initiation factor
Cc72_00009228-RA	RNase H family protein
Cc72_00009232-RA	-
Cc72_00009235-RA	-
Cc72_00009233-RA	Conserved gene of
Cc72_00009234-RA	Conserved gene of
Cc72_00009230-RA	Belongs to the peptidase C2 family
Cc72_00009237-RA	peptidyl-prolyl cis-trans isomerase
Cc72_00009238-RA	-
Cc72_00009231-RA	Ribosomal protein S4/S9 N-terminal domain
Cc72_00009236-RA	"transposition, RNA-mediated"
Cc72_00009241-RA	receptor-like protein kinase At1g67000
Cc72_00009239-RA	receptor-like protein kinase At1g67000
Cc72_00009240-RA	Protein FAR1-RELATED SEQUENCE 5-like
Cc72_00009244-RA	receptor-like protein kinase At1g67000
Cc72_00009245-RA	Belongs to the alternative oxidase family
Cc72_00009246-RA	Sigma factor PP2C-like phosphatases
Cc72_00009247-RA	Belongs to the spermidine spermine synthase family
Cc72_00009250-RA	Belongs to the chaperonin (HSP60) family
Cc72_00009249-RA	Reverse transcriptase-like
Cc72_00009252-RA	Domain of unknown function (DUF4283)
Cc72_00009248-RA	Cyclic nucleotide-gated ion channel 1-like
Cc72_00009251-RA	-
Cc72_00009253-RA	-
Cc72_00009256-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009255-RA	-
Cc72_00009258-RA	A Receptor for Ubiquitination Targets
Cc72_00009260-RA	Ribonuclease H protein
Cc72_00009263-RA	Protein phosphatase 2C
Cc72_00009266-RA	Domain of unknown function (DUF4283)
Cc72_00009267-RA	Removes the phosphate from trehalose 6-phosphate to produce free trehalose
Cc72_00009268-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00009270-RA	Polyketide cyclase / dehydrase and lipid transport
Cc72_00009273-RA	Peptidase family M41
Cc72_00009272-RA	Polypyrimidine tract-binding protein homolog
Cc72_00009271-RA	Purple acid phosphatase
Cc72_00009274-RA	-
Cc72_00009279-RA	Mediates both low-affinity uptake and efflux of sugar across the membrane
Cc72_00009278-RA	Pentatricopeptide repeat-containing protein
Cc72_00009275-RA	far1-related sequence
Cc72_00009276-RA	FAR1 DNA-binding domain
Cc72_00009281-RA	Ribonuclease H protein
Cc72_00009282-RA	Domain of unknown function (DUF4283)
Cc72_00009283-RA	Domain of unknown function (DUF4283)
Cc72_00009285-RA	"Sigma-70, region 4"
Cc72_00009286-RA	isoform X1
Cc72_00009287-RA	2-oxoglutarate-dependent dioxygenase At3g49630
Cc72_00009284-RA	L-threonine ammonia-lyase activity
Cc72_00009289-RA	DNA binding domain
Cc72_00009288-RA	signal recognition particle
Cc72_00009290-RA	Pentatricopeptide repeat-containing protein
Cc72_00009291-RA	helix loop helix domain
Cc72_00009292-RA	Cytochrome p450
Cc72_00009294-RA	-
Cc72_00009295-RA	-
Cc72_00009297-RA	Belongs to the mitochondrial carrier (TC 2.A.29) family
Cc72_00009299-RA	Cytochrome c oxidase assembly protein COX16
Cc72_00009296-RA	Ribonuclease H protein
Cc72_00009298-RA	Plastid division protein
Cc72_00009300-RA	DNA-binding domain in plant proteins such as APETALA2 and EREBPs
Cc72_00009309-RA	"Unconventional myosin tail, actin- and lipid-binding"
Cc72_00009308-RA	DNA recombination
Cc72_00009305-RA	Belongs to the ubiquitin-conjugating enzyme family
Cc72_00009307-RA	DNA recombination
Cc72_00009313-RA	BED zinc finger
Cc72_00009311-RA	Protein kinase domain
Cc72_00009314-RA	-
Cc72_00009310-RA	"transposition, RNA-mediated"
Cc72_00009316-RA	Domain of unknown function (DUF4094)
Cc72_00009318-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009321-RA	ABC transporter C family member 10-like
Cc72_00009322-RA	Protein of unknown function (DUF3143)
Cc72_00009323-RA	-
Cc72_00009327-RA	Sodium/hydrogen exchanger family
Cc72_00009328-RA	Pentatricopeptide repeat-containing protein
Cc72_00009329-RA	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase
Cc72_00009324-RA	ABC transporter C family member
Cc72_00009325-RA	"ATPase activity, coupled to transmembrane movement of substances"
Cc72_00009330-RA	Belongs to the glycosyl hydrolase 18 family
Cc72_00009326-RA	"transposition, RNA-mediated"
Cc72_00009332-RA	Belongs to the pyruvate kinase family
Cc72_00009333-RA	Myb/SANT-like DNA-binding domain
Cc72_00009334-RA	Timeless protein
Cc72_00009335-RA	Bulb-type mannose-specific lectin
Cc72_00009336-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009337-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00009340-RA	Protein of unknown function (DUF1666)
Cc72_00009341-RA	Protein DEFECTIVE IN MERISTEM SILENCING
Cc72_00009344-RA	membrane-associated kinase regulator
Cc72_00009345-RA	Voltage-dependent anion channel
Cc72_00009346-RA	Holliday junction DNA helicase ruvB N-terminus
Cc72_00009348-RA	F-box-like
Cc72_00009347-RA	F-box-like
Cc72_00009349-RA	Reticulon-like protein
Cc72_00009350-RA	Alpha-farnesene synthase-like
Cc72_00009351-RA	Ribosomal protein S10
Cc72_00009355-RA	membrane-associated kinase regulator
Cc72_00009354-RA	gag-polypeptide of LTR copia-type
Cc72_00009357-RA	membrane-associated kinase regulator
Cc72_00009359-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00009360-RA	membrane-associated kinase regulator
Cc72_00009362-RA	-
Cc72_00009364-RA	DNA recombination
Cc72_00009368-RA	ABC transporter G family member 8-like
Cc72_00009366-RA	Late embryogenesis abundant protein
Cc72_00009369-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00009375-RA	Domain of unknown function (DUF1985)
Cc72_00009377-RA	-
Cc72_00009371-RA	adenosylhomocysteinase
Cc72_00009380-RA	RNA recognition motif
Cc72_00009381-RA	DNA recombination
Cc72_00009374-RA	-
Cc72_00009370-RA	Sybindin-like family
Cc72_00009378-RA	-
Cc72_00009372-RA	Sin3 associated polypeptide p18 (SAP18)
Cc72_00009383-RA	PPPDE putative peptidase domain
Cc72_00009384-RA	-
Cc72_00009385-RA	-
Cc72_00009387-RA	-
Cc72_00009388-RA	WRKY transcription factor 27
Cc72_00009389-RA	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 5
Cc72_00009390-RA	regulation of response to stimulus
Cc72_00009392-RA	SGS domain
Cc72_00009393-RA	Sybindin-like family
Cc72_00009394-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009391-RA	belongs to the protein kinase superfamily
Cc72_00009395-RA	Myb/SANT-like DNA-binding domain
Cc72_00009396-RA	F-Box protein
Cc72_00009400-RA	Ferric reduction oxidase
Cc72_00009398-RA	Hippocampus abundant
Cc72_00009399-RA	-
Cc72_00009402-RA	Glycosyl hydrolases family 28
Cc72_00009403-RA	Glutamine cyclotransferase
Cc72_00009401-RA	-
Cc72_00009404-RA	HVA22-like protein
Cc72_00009405-RA	Protein kinase domain
Cc72_00009410-RA	NAC domain-containing protein
Cc72_00009419-RA	-
Cc72_00009418-RA	Heat shock protein
Cc72_00009411-RA	Glutamine cyclotransferase
Cc72_00009412-RA	ATP-dependent protease La (LON) substrate-binding domain
Cc72_00009415-RA	Encoded by
Cc72_00009420-RA	Heavy-metal-associated domain
Cc72_00009424-RA	Ribonuclease H protein
Cc72_00009422-RA	Metal tolerance protein
Cc72_00009423-RA	Domain of unknown function DUF21
Cc72_00009421-RA	Protein of unknown function (DUF3464)
Cc72_00009428-RA	PPR repeat
Cc72_00009430-RA	DnaJ protein
Cc72_00009427-RA	protein At3g49140-like isoform X1
Cc72_00009425-RA	RNase H family protein
Cc72_00009429-RA	Heavy-metal-associated domain
Cc72_00009431-RA	Ferric reduction oxidase
Cc72_00009432-RA	Ferric reduction oxidase
Cc72_00009437-RA	Glycosyl hydrolases family 28
Cc72_00009435-RA	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms
Cc72_00009433-RA	"Mur ligase family, catalytic domain"
Cc72_00009434-RA	Belongs to the sterol desaturase family
Cc72_00009436-RA	Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. TRX MLL subfamily
Cc72_00009438-RA	Aldehyde dehydrogenase family
Cc72_00009440-RA	WRKY transcription factor 27
Cc72_00009443-RA	Tic22-like family
Cc72_00009445-RA	Glutaredoxin
Cc72_00009447-RA	"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"
Cc72_00009448-RA	Zinc finger BED domain-containing protein RICESLEEPER
Cc72_00009450-RA	Mediates both low-affinity uptake and efflux of sugar across the membrane
Cc72_00009451-RA	Lycopene epsilon cyclase
Cc72_00009452-RA	-
Cc72_00009454-RA	-
Cc72_00009453-RA	Belongs to the small heat shock protein (HSP20) family
Cc72_00009458-RA	Belongs to the GRAS family
Cc72_00009459-RA	Domain of unknown function (DUF4283)
Cc72_00009460-RA	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
Cc72_00009461-RA	membrane protein At4g09580
Cc72_00009462-RA	Belongs to the glycosyl hydrolase 13 family
Cc72_00009465-RA	MatE
Cc72_00009467-RA	mediator of RNA polymerase II transcription subunit
Cc72_00009466-RA	DWNN
Cc72_00009468-RA	Ribonuclease H protein
Cc72_00009470-RA	glycine rich nucleic binding domain
Cc72_00009469-RA	Hydroxyproline-rich glycoprotein family protein
Cc72_00009471-RA	mttA/Hcf106 family
Cc72_00009472-RA	mttA/Hcf106 family
Cc72_00009473-RA	Transferase family
Cc72_00009474-RA	Domain of unknown function DUF21
Cc72_00009475-RA	Protein of unknown function (DUF677)
Cc72_00009476-RA	Ribonuclease H protein
Cc72_00009477-RA	O-methyltransferase
Cc72_00009479-RA	belongs to the protein kinase superfamily
Cc72_00009478-RA	Protein kinase C conserved region 2 (CalB)
Cc72_00009482-RA	EamA-like transporter family
Cc72_00009481-RA	EamA-like transporter family
Cc72_00009483-RA	Methyltransferase domain
Cc72_00009484-RA	transporter arsB
Cc72_00009485-RA	Mitogen-activated protein kinase kinase kinase YODA-like
Cc72_00009486-RA	KR domain
Cc72_00009487-RA	Belongs to the peroxidase family
Cc72_00009488-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009489-RA	isoform X1
Cc72_00009490-RA	Short-chain dehydrogenase
Cc72_00009491-RA	Trans-resveratrol di-O-methyltransferase-like
Cc72_00009493-RA	Transferase family
Cc72_00009497-RA	Short-chain dehydrogenase
Cc72_00009494-RA	Transferase family
Cc72_00009495-RA	Transferase family
Cc72_00009498-RA	Short-chain dehydrogenase
Cc72_00009499-RA	Short-chain dehydrogenase
Cc72_00009501-RA	Protein RETICULATA-related
Cc72_00009500-RA	Ribosomal protein L19e
Cc72_00009502-RA	G-quadruplex DNA unwinding
Cc72_00009504-RA	Found in Skp1 protein family
Cc72_00009503-RA	DNA recombination
Cc72_00009506-RA	DDE superfamily endonuclease
Cc72_00009507-RA	-
Cc72_00009508-RA	zinc finger
Cc72_00009509-RA	Modified RING finger domain
Cc72_00009512-RA	non-haem dioxygenase in morphine synthesis N-terminal
Cc72_00009510-RA	At3g49055-like
Cc72_00009511-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Cc72_00009516-RA	Belongs to the eukaryotic ribosomal protein eL36 family
Cc72_00009517-RA	isoform X1
Cc72_00009515-RA	Lipase 3 N-terminal region
Cc72_00009514-RA	ShK toxin domain
Cc72_00009513-RA	mediator of RNA polymerase II transcription subunit
Cc72_00009519-RA	signal peptide peptidase-like 1
Cc72_00009518-RA	Cleavage and polyadenylation specificity factor
Cc72_00009520-RA	Belongs to the UDP-glycosyltransferase family
Cc72_00009521-RA	"BAG family molecular chaperone regulator 5, mitochondrial isoform X1"
Cc72_00009524-RA	Belongs to the UPP synthase family
Cc72_00009522-RA	signal peptide peptidase-like 1
Cc72_00009525-RA	regulation of ARF protein signal transduction
Cc72_00009531-RA	pectin acetylesterase activity
Cc72_00009530-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00009533-RA	Tripeptidyl-peptidase
Cc72_00009532-RA	"Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical properties"
Cc72_00009535-RA	Tripeptidyl-peptidase
Cc72_00009534-RA	Ribonuclease H protein
Cc72_00009537-RA	Cytochrome p450
Cc72_00009538-RA	Protein kinase domain
Cc72_00009539-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009542-RA	"Transposon protein, CACTA, En Spm sub-class"
Cc72_00009543-RA	"Terpene synthase, N-terminal domain"
Cc72_00009545-RA	Adenylate kinase
Cc72_00009544-RA	Conserved gene of
Cc72_00009547-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009546-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009548-RA	Belongs to the glycosyl hydrolase 17 family
Cc72_00009549-RA	"transposition, RNA-mediated"
Cc72_00009551-RA	G-type lectin S-receptor-like serine threonine-protein kinase At4g27290
Cc72_00009550-RA	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms
Cc72_00009554-RA	PAR1 protein
Cc72_00009555-RA	-
Cc72_00009557-RA	Acetyltransferase (GNAT) family
Cc72_00009556-RA	Pentatricopeptide repeat domain
Cc72_00009560-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009562-RA	"WD domain, G-beta repeat"
Cc72_00009561-RA	ATP-dependent Clp protease proteolytic subunit
Cc72_00009565-RA	Domain of unknown function (DUF1985)
Cc72_00009563-RA	AMP-binding enzyme C-terminal domain
Cc72_00009564-RA	"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Cc72_00009566-RA	Zinc knuckle
Cc72_00009567-RA	Belongs to the actin-binding proteins ADF family
Cc72_00009568-RA	Putative lipopolysaccharide-modifying enzyme.
Cc72_00009577-RA	Ribonuclease H protein
Cc72_00009576-RA	Domain of unknown function (DUF4598)
Cc72_00009575-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009570-RA	-
Cc72_00009579-RA	-
Cc72_00009583-RA	Heavy-metal-associated domain
Cc72_00009580-RA	Putative lipopolysaccharide-modifying enzyme.
Cc72_00009582-RA	Putative lipopolysaccharide-modifying enzyme.
Cc72_00009581-RA	Ribonuclease H protein
Cc72_00009587-RA	Heavy-metal-associated domain
Cc72_00009588-RA	Low-temperature-induced 65 kDa
Cc72_00009585-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00009584-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00009592-RA	-
Cc72_00009595-RA	Transmembrane ascorbate ferrireductase 1-like
Cc72_00009594-RA	cysteine-rich RLK (RECEPTOR-like protein kinase) 8
Cc72_00009593-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Cc72_00009599-RA	Belongs to the synaptobrevin family
Cc72_00009597-RA	"Remorin, N-terminal region"
Cc72_00009600-RA	Transcription factor
Cc72_00009603-RA	Myb/SANT-like DNA-binding domain
Cc72_00009607-RA	Guanosine nucleotide diphosphate dissociation inhibitor
Cc72_00009606-RA	Belongs to the FPP GGPP synthase family
Cc72_00009605-RA	Cleavage and polyadenylation specificity factor
Cc72_00009608-RA	Component of the post-replicative DNA mismatch repair system (MMR)
Cc72_00009609-RA	Flap endonuclease GEN-like 2
Cc72_00009610-RA	-
Cc72_00009611-RA	F-box LRR-repeat protein
Cc72_00009613-RA	F-box LRR-repeat protein
Cc72_00009614-RA	G-type lectin S-receptor-like serine threonine-protein kinase RLK1
Cc72_00009615-RA	Bulb-type mannose-specific lectin
Cc72_00009617-RA	isoform X1
Cc72_00009616-RA	Conserved gene of
Cc72_00009618-RA	F-box LRR-repeat protein
Cc72_00009619-RA	Membrane steroid-binding protein 2-like
Cc72_00009621-RA	DNA recombination
Cc72_00009620-RA	F-box LRR-repeat protein
Cc72_00009624-RA	Phloem protein 2
Cc72_00009623-RA	F-box protein At4g00755-like
Cc72_00009625-RA	Ring finger domain
Cc72_00009626-RA	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"
Cc72_00009629-RA	Transposon MuDR mudrA
Cc72_00009628-RA	Belongs to the cytochrome P450 family
Cc72_00009633-RA	Belongs to the cytochrome P450 family
Cc72_00009634-RA	Belongs to the cytochrome P450 family
Cc72_00009636-RA	B3 domain-containing protein
Cc72_00009637-RA	B3 domain-containing protein
Cc72_00009638-RA	Protein of unknown function (DUF295)
Cc72_00009643-RA	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
Cc72_00009640-RA	G-quadruplex DNA unwinding
Cc72_00009644-RA	DNA recombination
Cc72_00009645-RA	B3 domain-containing protein
Cc72_00009646-RA	Putative S-adenosyl-L-methionine-dependent methyltransferase
Cc72_00009647-RA	-
Cc72_00009649-RA	Protein of unknown function (DUF4005)
Cc72_00009650-RA	Rhomboid-like protein
Cc72_00009648-RA	Prolamin-like
Cc72_00009654-RA	Cytidine and deoxycytidylate deaminase zinc-binding region
Cc72_00009655-RA	homeobox protein
Cc72_00009657-RA	Potassium channel
Cc72_00009659-RA	Ankyrin repeats (many copies)
Cc72_00009660-RA	glycine rich nucleic binding domain
Cc72_00009661-RA	CEN-like protein 1
Cc72_00009662-RA	CEN-like protein 1
Cc72_00009663-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00009664-RA	Encoded by
Cc72_00009665-RA	Plant calmodulin-binding domain
Cc72_00009666-RA	Leucine-rich repeat receptor protein kinase exs
Cc72_00009669-RA	Putative S-adenosyl-L-methionine-dependent methyltransferase
